ledger_id,activity_date,contractor_id,mapped_dealer_id,activity_type,points_delta,bill_value,approval_status,note
ASPCONLED00000889,2025-02-15,ASPCON001945,ASPDLR000078,complaint assist,2200,2530.70,duplicate,
ASPCONLED00000890,2024-09-12,ASPCON001213,ASPDLR000707,points redemption,1772,9307.42,manual,site closed
ASPCONLED00000891,2025-03-11,ASPCON004014,ASPDLR000649,complaint assist,544,56981.56,manual,
ASPCONLED00000892,2025-07-03,ASPCON001669,ASPDLR000549,training,230,1734.12,manual,site closed
ASPCONLED00000893,2024-11-09,ASPCON000639,ASPDLR000121,training,-133,77355.04,manual,redeemed gift
ASPCONLED00000894,2025-11-24,ASPCON003816,ASPDLR000476,training,120,62605.98,rejected,
ASPCONLED00000895,2024-07-12,ASPCON000487,ASPDLR000418,points redemption,668,14259.05,manual,site closed
ASPCONLED00000896,2025-08-25,ASPCON003805,ASPDLR000988,points redemption,1084,48649.74,duplicate,
ASPCONLED00000897,13/05/2025,ASPCON003868,ASPDLR000378,site lead,638,40931.48,manual,site closed
ASPCONLED00000898,2025-11-20,ASPCON001574,ASPDLR000949,training,1139,60842.53,manual,
ASPCONLED00000899,2024-09-17,ASPCON002826,ASPDLR000512,points redemption,1475,14707.06,approved,bill image unclear
ASPCONLED00000900,2025-11-04,ASPCON001333,ASPDLR000431,bill upload,1729,64616.43,pending,dealer mismatch
ASPCONLED00000901,2025-11-28,ASPCON000052,ASPDLR000345,points redemption,-146,73418.14,rejected,
ASPCONLED00000902,2024-06-20,ASPCON002879,ASPDLR000954,site lead,1280,24172.82,duplicate,
ASPCONLED00000903,2026-02-07,ASPCON002704,ASPDLR000689,bill upload,-447,13810.55,duplicate,dealer mismatch
ASPCONLED00000904,2025-05-09,ASPCON002162,ASPDLR000352,site lead,-92,53371.31,pending,redeemed gift
ASPCONLED00000905,30/03/2026,ASPCON001480,ASPDLR000370,points redemption,702,49932.53,duplicate,bill image unclear
ASPCONLED00000906,2025-11-11,ASPCON004317,ASPDLR000530,points redemption,60,10698.18,duplicate,site closed
ASPCONLED00000907,09/24/2025,ASPCON001661,ASPDLR000022,points redemption,456,63950.76,duplicate,dealer mismatch
ASPCONLED00000908,2025-02-22,ASPCON002859,ASPDLR000281,complaint assist,1620,27586.74,approved,dealer mismatch
ASPCONLED00000909,2025-08-24,ASPCON003355,ASPDLR000202,training,-430,38569.95,pending,
ASPCONLED00000910,2024-12-18,ASPCON001854,ASPDLR000019,site lead,1322,28881.02,approved,
ASPCONLED00000911,2024-09-12,ASPCON001037,ASPDLR000445,bill upload,366,82562.82,pending,dealer mismatch
ASPCONLED00000912,2026-03-21,ASPCON004512,ASPDLR000153,bill upload,1319,73898.84,pending,dealer mismatch
ASPCONLED00000913,2024-06-11,ASPCON003616,ASPDLR000281,points redemption,473,3573.84,approved,
ASPCONLED00000914,2026-02-04,ASPCON003951,ASPDLR000301,site lead,1548,46547.61,approved,
ASPCONLED00000915,2026-02-05,ASPCON002519,ASPDLR000784,points redemption,2381,89734.39,manual,site closed
ASPCONLED00000916,2026-01-30,ASPCON000943,ASPDLR000529,site lead,2165,46454.77,manual,redeemed gift
ASPCONLED00000917,2025-12-20,ASPCON000730,ASPDLR000045,site lead,2326,81611.96,duplicate,site closed
ASPCONLED00000918,2024-07-06,ASPCON004544,ASPDLR000201,bill upload,-288,46910.92,manual,site closed
ASPCONLED00000919,28-Sep-24,ASPCON001022,ASPDLR000085,points redemption,-363,73673.92,pending,redeemed gift
ASPCONLED00000920,2025-05-21,ASPCON001820,ASPDLR000004,points redemption,-121,7465.76,approved,site closed
ASPCONLED00000921,2025-03-07,ASPCON004035,ASPDLR000086,bill upload,-470,26070.71,duplicate,redeemed gift
ASPCONLED00000922,02/08/2024,ASPCON000086,ASPDLR000430,bill upload,133,68830.47,pending,
ASPCONLED00000923,01/28/2026,ASPCON001530,ASPDLR000786,site lead,1215,84875.91,manual,bill image unclear
ASPCONLED00000924,2025-01-31,ASPCON000403,ASPDLR000308,points redemption,-287,79949.46,approved,
ASPCONLED00000925,2025-03-29,ASPCON003884,ASPDLR000614,points redemption,1218,27289.29,approved,
ASPCONLED00000926,2024-11-22,ASPCON004672,ASPDLR000079,training,235,50484.09,rejected,site closed
ASPCONLED00000927,2024-06-03,ASPCON000103,ASPDLR000421,points redemption,1226,82618.43,duplicate,site closed
ASPCONLED00000928,2024-04-09,ASPCON000728,ASPDLR000776,site lead,839,63257.71,duplicate,bill image unclear
ASPCONLED00000929,02/21/2026,ASPCON001189,ASPDLR000948,site lead,165,10030.62,pending,
ASPCONLED00000930,2024-09-13,ASPCON003531,ASPDLR000738,bill upload,1803,36870.05,pending,redeemed gift
ASPCONLED00000931,05/08/2024,ASPCON000176,ASPDLR000153,complaint assist,2051,83401.17,rejected,
ASPCONLED00000932,19-Nov-25,ASPCON004470,ASPDLR000094,complaint assist,-140,28168.47,rejected,redeemed gift
ASPCONLED00000933,2024-12-24,ASPCON001189,ASPDLR000948,training,1566,19114.27,rejected,redeemed gift
ASPCONLED00000934,2025-09-25,ASPCON000568,ASPDLR000477,site lead,1573,8137.69,rejected,bill image unclear
ASPCONLED00000935,2025-03-05,ASPCON004563,ASPDLR000288,site lead,-444,55258.39,approved,site closed
ASPCONLED00000936,2025-09-03,ASPCON001168,ASPDLR000612,site lead,1132,85552.23,duplicate,dealer mismatch
ASPCONLED00000937,07-Jul-24,ASPCON003768,ASPDLR000674,bill upload,1862,82625.67,manual,site closed
ASPCONLED00000938,2026-03-22,ASPCON000051,ASPDLR000996,points redemption,1329,29431.49,duplicate,dealer mismatch
ASPCONLED00000939,14/07/2025,ASPCON001912,ASPDLR000654,training,1718,84276.61,duplicate,
ASPCONLED00000940,2025-06-25,ASPCON000115,ASPDLR000732,complaint assist,1202,67363.28,duplicate,dealer mismatch
ASPCONLED00000941,2025-05-26,ASPCON003400,ASPDLR000276,training,751,4095.14,duplicate,bill image unclear
ASPCONLED00000942,2024-07-27,ASPCON001852,ASPDLR000326,bill upload,-413,6862.81,duplicate,dealer mismatch
ASPCONLED00000943,2025-04-07,ASPCON003260,ASPDLR000315,training,-117,18570.59,approved,site closed
ASPCONLED00000944,2025-11-08,ASPCON003307,ASPDLR000215,complaint assist,1967,58317.04,pending,site closed
ASPCONLED00000945,2025-04-22,ASPCON000234,ASPDLR000228,complaint assist,813,26328.59,manual,dealer mismatch
ASPCONLED00000946,03/04/2025,ASPCON000517,ASPDLR000302,complaint assist,2364,85749.45,approved,redeemed gift
ASPCONLED00000947,04/03/2026,ASPCON001123,ASPDLR000917,bill upload,1780,6195.66,manual,site closed
ASPCONLED00000948,04/09/2024,ASPCON004112,ASPDLR000674,bill upload,1870,40181.16,duplicate,dealer mismatch
ASPCONLED00000949,2025-11-10,ASPCON003790,ASPDLR000380,points redemption,1229,23016.92,pending,
ASPCONLED00000950,2026-02-25,ASPCON004048,ASPDLR000557,site lead,1995,80481.45,duplicate,dealer mismatch
ASPCONLED00000951,2026-03-22,ASPCON002188,ASPDLR000473,site lead,2283,41832.83,manual,bill image unclear
ASPCONLED00000952,09/25/2025,ASPCON002481,ASPDLR000369,training,1132,53361.32,pending,bill image unclear
ASPCONLED00000953,2025-06-29,ASPCON002669,ASPDLR000851,site lead,1819,50356.34,rejected,bill image unclear
ASPCONLED00000954,2026-03-20,ASPCON000319,ASPDLR000305,points redemption,1646,69320.69,rejected,bill image unclear
ASPCONLED00000955,07/18/2025,ASPCON001622,ASPDLR000234,site lead,1181,36196.47,rejected,
ASPCONLED00000956,24/01/2025,ASPCON003677,ASPDLR000214,site lead,409,64379.29,manual,site closed
ASPCONLED00000957,2025-04-03,ASPCON003779,ASPDLR000662,points redemption,-385,53638.43,rejected,dealer mismatch
ASPCONLED00000958,04-Feb-26,ASPCON001415,ASPDLR000511,complaint assist,-88,24495.65,duplicate,site closed
ASPCONLED00000959,2024-12-13,ASPCON001864,ASPDLR000736,site lead,1739,53599.11,duplicate,bill image unclear
ASPCONLED00000960,2024-11-05,ASPCON001150,ASPDLR000900,bill upload,2476,14907.09,approved,bill image unclear
ASPCONLED00000961,2025-10-04,ASPCON003442,ASPDLR000347,complaint assist,-228,55897.16,duplicate,site closed
ASPCONLED00000962,2025-05-04,ASPCON000253,ASPDLR000066,site lead,-160,59978.17,rejected,
ASPCONLED00000963,2025-08-05,ASPCON000499,ASPDLR000584,training,1958,458.67,pending,site closed
ASPCONLED00000964,2025-12-23,ASPCON004064,ASPDLR000106,site lead,-423,6138.04,approved,redeemed gift
ASPCONLED00000965,2025-06-01,ASPCON002090,ASPDLR000095,site lead,2116,677.43,approved,bill image unclear
ASPCONLED00000966,05-Sep-25,ASPCON000284,ASPDLR000119,points redemption,1871,2460.29,duplicate,site closed
ASPCONLED00000967,2024-12-22,ASPCON002150,ASPDLR000302,site lead,314,89885.56,rejected,site closed
ASPCONLED00000968,13-Sep-25,ASPCON000094,ASPDLR000553,bill upload,2033,8781.13,rejected,
ASPCONLED00000969,2024-12-04,ASPCON000961,ASPDLR000656,complaint assist,525,33236.78,duplicate,redeemed gift
ASPCONLED00000970,2025-01-05,ASPCON000414,ASPDLR000206,training,-18,80500.82,pending,dealer mismatch
ASPCONLED00000971,02/05/2026,ASPCON003896,ASPDLR000729,points redemption,11,60098.35,approved,site closed
ASPCONLED00000972,2025-10-02,ASPCON003570,ASPDLR000940,bill upload,1360,35176.30,duplicate,bill image unclear
ASPCONLED00000973,2024-11-14,ASPCON002231,ASPDLR000661,bill upload,524,32846.79,rejected,
ASPCONLED00000974,12/01/2026,ASPCON003564,ASPDLR000079,training,-465,47003.49,duplicate,bill image unclear
ASPCONLED00000975,2025-03-07,ASPCON003861,ASPDLR000943,points redemption,608,28752.50,manual,redeemed gift
ASPCONLED00000976,2025-02-24,ASPCON004868,ASPDLR000736,points redemption,223,43458.00,pending,redeemed gift
ASPCONLED00000977,12/06/2024,ASPCON003097,ASPDLR000017,points redemption,-299,84133.41,duplicate,dealer mismatch
ASPCONLED00000978,2024-06-24,ASPCON004105,ASPDLR000893,complaint assist,457,64865.22,pending,
ASPCONLED00000979,2024-06-21,ASPCON001932,ASPDLR000619,site lead,-209,57337.66,rejected,site closed
ASPCONLED00000980,02-Mar-26,ASPCON000287,ASPDLR000439,training,821,36793.93,duplicate,redeemed gift
ASPCONLED00000981,2025-08-27,ASPCON003538,ASPDLR000307,training,-101,8873.76,approved,redeemed gift
ASPCONLED00000982,2025-10-08,ASPCON000266,ASPDLR000423,training,-9,42795.38,pending,dealer mismatch
ASPCONLED00000983,2025-11-19,ASPCON003091,ASPDLR000710,points redemption,250,45169.69,pending,dealer mismatch
ASPCONLED00000984,2025-03-18,ASPCON003421,ASPDLR000628,complaint assist,-249,2212.87,duplicate,site closed
ASPCONLED00000985,12/26/2025,ASPCON000350,ASPDLR000772,site lead,2149,9458.93,pending,bill image unclear
ASPCONLED00000986,11/06/2024,ASPCON000382,ASPDLR000866,site lead,-244,50630.63,approved,site closed
ASPCONLED00000987,2025-02-21,ASPCON001277,ASPDLR000206,site lead,1878,11472.88,manual,bill image unclear
ASPCONLED00000988,2024-11-13,ASPCON004971,ASPDLR000487,complaint assist,993,9861.94,manual,site closed
ASPCONLED00000989,07/12/2024,ASPCON002305,ASPDLR000323,points redemption,-460,16856.61,rejected,site closed
ASPCONLED00000990,2025-06-14,ASPCON000828,ASPDLR000767,points redemption,2034,78482.31,manual,
ASPCONLED00000991,2025-04-17,ASPCON001405,ASPDLR000539,complaint assist,-105,78781.90,pending,bill image unclear
ASPCONLED00000992,2025-07-24,ASPCON000770,ASPDLR000969,points redemption,1016,32233.76,rejected,
ASPCONLED00000993,2024-12-03,ASPCON003196,ASPDLR000177,points redemption,135,51692.33,pending,dealer mismatch
ASPCONLED00000994,2024-04-29,ASPCON003283,ASPDLR000239,bill upload,1074,45078.50,approved,site closed
ASPCONLED00000995,2024-11-25,ASPCON000825,ASPDLR000027,site lead,2456,80405.75,duplicate,site closed
ASPCONLED00000996,2024-07-11,ASPCON002937,ASPDLR000423,training,739,30128.49,approved,dealer mismatch
ASPCONLED00000997,2026-01-02,ASPCON001742,ASPDLR000740,points redemption,1659,65195.14,manual,redeemed gift
ASPCONLED00000998,15/09/2024,ASPCON002974,ASPDLR000744,complaint assist,-399,28770.71,duplicate,redeemed gift
ASPCONLED00000999,2025-08-28,ASPCON000160,ASPDLR000444,bill upload,1771,17360.67,pending,dealer mismatch
ASPCONLED00001000,2025-02-22,ASPCON002938,ASPDLR000896,site lead,-34,3319.99,pending,site closed
ASPCONLED00001001,2024-05-31,ASPCON001395,ASPDLR000964,complaint assist,1922,39284.26,duplicate,
ASPCONLED00001002,2026-01-26,ASPCON004640,ASPDLR000266,bill upload,826,36034.79,pending,site closed
ASPCONLED00001003,2026-02-26,ASPCON003514,ASPDLR000458,bill upload,677,616.10,approved,bill image unclear
ASPCONLED00001004,06/22/2025,ASPCON000682,ASPDLR000542,site lead,1944,41655.98,pending,
ASPCONLED00001005,2024-05-20,ASPCON002646,ASPDLR000822,training,2157,56607.57,approved,bill image unclear
ASPCONLED00001006,10/10/2025,ASPCON002348,ASPDLR000467,complaint assist,2076,62729.85,pending,bill image unclear
ASPCONLED00001007,2024-09-18,ASPCON002722,ASPDLR000997,points redemption,1160,31012.44,duplicate,site closed
ASPCONLED00001008,2024-07-24,ASPCON000996,ASPDLR000839,site lead,-451,34885.31,rejected,bill image unclear
ASPCONLED00001009,2025-10-25,ASPCON002909,ASPDLR000788,points redemption,1200,12800.74,approved,bill image unclear
ASPCONLED00001010,18-Nov-25,ASPCON003545,ASPDLR000670,training,202,4691.09,rejected,dealer mismatch
ASPCONLED00001011,2025-10-01,ASPCON004558,ASPDLR000405,bill upload,290,58435.42,approved,redeemed gift
ASPCONLED00001012,2025-01-30,ASPCON001857,ASPDLR000038,site lead,-369,35511.08,rejected,bill image unclear
ASPCONLED00001013,2025-04-02,ASPCON002221,ASPDLR000802,site lead,1307,26896.08,manual,
ASPCONLED00001014,2025-11-30,ASPCON001972,ASPDLR000569,site lead,1833,47585.23,pending,
ASPCONLED00001015,11/12/2024,ASPCON002343,ASPDLR000625,training,946,19289.02,duplicate,
ASPCONLED00001016,2025-03-25,ASPCON002671,ASPDLR000597,site lead,-242,74743.88,approved,
ASPCONLED00001017,20/04/2025,ASPCON004106,ASPDLR000255,site lead,1363,5698.70,pending,site closed
ASPCONLED00001018,2025-11-11,ASPCON002383,ASPDLR000495,bill upload,141,61872.22,pending,site closed
ASPCONLED00001019,23-May-25,ASPCON004972,ASPDLR000357,bill upload,2203,62113.79,duplicate,redeemed gift
ASPCONLED00001020,2024-06-27,ASPCON002902,ASPDLR000963,bill upload,2289,3510.39,duplicate,site closed
ASPCONLED00001021,2025-10-29,ASPCON003853,ASPDLR000647,site lead,979,54571.96,duplicate,dealer mismatch
ASPCONLED00001022,2024-04-22,ASPCON000948,ASPDLR000168,points redemption,660,71792.24,manual,bill image unclear
ASPCONLED00001023,01/21/2026,ASPCON004290,ASPDLR000428,bill upload,545,89334.34,approved,redeemed gift
ASPCONLED00001024,2024-08-27,ASPCON003564,ASPDLR000079,complaint assist,1808,70795.57,approved,redeemed gift
ASPCONLED00001025,2025-09-03,ASPCON001984,ASPDLR000471,points redemption,2312,83692.10,duplicate,
ASPCONLED00001026,2024-05-28,ASPCON004485,ASPDLR000858,site lead,970,24191.46,rejected,bill image unclear
ASPCONLED00001027,2025-03-26,ASPCON000666,ASPDLR000560,complaint assist,1535,82188.50,rejected,site closed
ASPCONLED00001028,2024-09-08,ASPCON003931,ASPDLR000124,points redemption,2179,39438.21,approved,
ASPCONLED00001029,2025-12-12,ASPCON000916,ASPDLR000641,training,1039,60841.38,duplicate,dealer mismatch
ASPCONLED00001030,2025-05-07,ASPCON002036,ASPDLR000529,complaint assist,107,88832.29,pending,site closed
ASPCONLED00001031,2024-05-17,ASPCON004845,ASPDLR000168,bill upload,2203,25450.92,rejected,dealer mismatch
ASPCONLED00001032,2026-03-21,ASPCON000049,ASPDLR000373,complaint assist,-261,85188.19,manual,
ASPCONLED00001033,2025-06-09,ASPCON002083,ASPDLR000987,bill upload,1607,23867.15,rejected,
ASPCONLED00001034,2026-01-12,ASPCON002187,ASPDLR000166,complaint assist,2383,83467.99,pending,redeemed gift
ASPCONLED00001035,2024-11-16,ASPCON000117,ASPDLR000393,site lead,-71,41834.23,pending,dealer mismatch
ASPCONLED00001036,23-Jul-24,ASPCON001514,ASPDLR000506,complaint assist,-239,26802.09,approved,
ASPCONLED00001037,14/11/2024,ASPCON000031,ASPDLR000080,points redemption,-355,29832.40,rejected,bill image unclear
ASPCONLED00001038,2024-07-04,ASPCON002841,ASPDLR000653,points redemption,511,34623.08,rejected,bill image unclear
ASPCONLED00001039,2025-11-11,ASPCON002936,ASPDLR000049,complaint assist,345,81559.32,pending,redeemed gift
ASPCONLED00001040,03/23/2025,ASPCON002193,ASPDLR000458,points redemption,1852,2413.12,manual,
ASPCONLED00001041,2025-01-18,ASPCON004742,ASPDLR000533,training,510,3099.99,pending,site closed
ASPCONLED00001042,2024-09-02,ASPCON001183,ASPDLR000874,points redemption,2470,51361.14,pending,redeemed gift
ASPCONLED00001043,2024-12-24,ASPCON001271,ASPDLR000229,bill upload,114,63095.17,manual,dealer mismatch
ASPCONLED00001044,2025-09-18,ASPCON001708,ASPDLR000553,site lead,38,12483.16,pending,site closed
ASPCONLED00001045,2024-05-05,ASPCON000934,ASPDLR000933,training,2243,41981.21,duplicate,
ASPCONLED00001046,06/15/2025,ASPCON002036,ASPDLR000529,site lead,1905,40458.14,approved,
ASPCONLED00001047,2024-06-06,ASPCON004668,ASPDLR000469,points redemption,1684,68038.93,pending,site closed
ASPCONLED00001048,2024-12-05,ASPCON004369,ASPDLR000993,points redemption,-184,12069.10,duplicate,
ASPCONLED00001049,2025-08-03,ASPCON001977,ASPDLR000242,bill upload,601,11286.15,rejected,
ASPCONLED00001050,2025-11-06,ASPCON003187,ASPDLR000624,site lead,928,67891.21,manual,site closed
ASPCONLED00001051,2025-01-06,ASPCON000613,ASPDLR000752,complaint assist,244,23758.45,manual,dealer mismatch
ASPCONLED00001052,2024-11-11,ASPCON000752,ASPDLR000897,points redemption,344,26960.47,approved,dealer mismatch
ASPCONLED00001053,2024-08-07,ASPCON000849,ASPDLR000994,points redemption,1495,13556.25,approved,
ASPCONLED00001054,2024-04-11,ASPCON003999,ASPDLR000074,complaint assist,1980,45702.77,manual,site closed
ASPCONLED00001055,2024-05-13,ASPCON001802,ASPDLR000206,bill upload,2152,74907.29,approved,dealer mismatch
ASPCONLED00001056,2024-09-04,ASPCON004428,ASPDLR000322,points redemption,558,82710.03,rejected,dealer mismatch
ASPCONLED00001057,2025-12-29,ASPCON004394,ASPDLR000233,training,-228,28132.47,approved,bill image unclear
ASPCONLED00001058,2024-09-17,ASPCON000028,ASPDLR000361,complaint assist,-320,67058.52,duplicate,
ASPCONLED00001059,2025-05-24,ASPCON004351,ASPDLR000518,complaint assist,2342,67812.87,manual,bill image unclear
ASPCONLED00001060,2025-07-13,ASPCON000850,ASPDLR000680,site lead,2160,59243.51,approved,bill image unclear
ASPCONLED00001061,2025-11-12,ASPCON003598,ASPDLR000178,training,822,46376.70,pending,dealer mismatch
ASPCONLED00001062,2024-04-05,ASPCON000459,ASPDLR000840,points redemption,886,58258.52,rejected,dealer mismatch
ASPCONLED00001063,2026-01-10,ASPCON002050,ASPDLR000187,bill upload,703,9096.91,pending,dealer mismatch
ASPCONLED00001064,2025-07-29,ASPCON004197,ASPDLR000140,points redemption,2411,29868.37,rejected,dealer mismatch
ASPCONLED00001065,17-Jan-26,ASPCON001391,ASPDLR000340,training,396,81341.54,pending,
ASPCONLED00001066,2024-10-18,ASPCON002994,ASPDLR000234,points redemption,2124,24668.09,duplicate,bill image unclear
ASPCONLED00001067,2025-03-05,ASPCON003005,ASPDLR000783,bill upload,1986,78545.10,manual,bill image unclear
ASPCONLED00001068,2025-07-03,ASPCON000594,ASPDLR000924,site lead,456,30155.12,manual,redeemed gift
ASPCONLED00001069,2025-11-11,ASPCON000414,ASPDLR000206,training,765,73677.06,pending,bill image unclear
ASPCONLED00001070,2025-05-01,ASPCON003005,ASPDLR000783,training,877,68993.25,rejected,redeemed gift
ASPCONLED00001071,2024-07-03,ASPCON002256,ASPDLR000643,bill upload,631,47217.56,duplicate,redeemed gift
ASPCONLED00001072,2025-02-21,ASPCON000675,ASPDLR000287,training,322,42221.22,pending,site closed
ASPCONLED00001073,2025-11-30,ASPCON004097,ASPDLR000833,site lead,53,64989.45,duplicate,site closed
ASPCONLED00001074,29/06/2024,ASPCON004507,ASPDLR000825,points redemption,38,58172.54,manual,site closed
