service_id,service_date,fleet_id,mapped_dealer_id,vehicle_no,service_type,tyres_checked,issue_count,recommended_action,note
CEAFS00002311,2024-05-19,CEAFLEET00055,CEADLR000621,KL58EF6442,pressure audit,29,2,replace,high wear
CEAFS00002312,15/03/2025,CEAFLEET00115,CEADLR000328,KL47JK6574,alignment,13,5,pressure training,competitor tyres fitted
CEAFS00002313,29/07/2025,CEAFLEET00163,CEADLR000393,KL83GH4251,rotation,10,2,pressure training,
CEAFS00002314,03-Apr-24,CEAFLEET00247,CEADLR000223,AP38EF4734,claim check,25,0,rotate,competitor tyres fitted
CEAFS00002315,2025-12-06,CEAFLEET00142,CEADLR000286,AP88JK9519,claim check,11,0,claim,fleet price issue
CEAFS00002316,2025-02-24,CEAFLEET00260,CEADLR000402,KL54AB4024,alignment,4,3,alignment,competitor tyres fitted
CEAFS00002317,2025-09-08,CEAFLEET00186,CEADLR000413,AP31EF3318,alignment,11,3,claim,fleet price issue
CEAFS00002318,2026-02-22,CEAFLEET00078,CEADLR000737,TN72CD4885,rotation,22,2,rotate,competitor tyres fitted
CEAFS00002319,26/02/2026,CEAFLEET00055,CEADLR000621,TS99EF7037,claim check,32,2,none,competitor tyres fitted
CEAFS00002320,2024-05-05,CEAFLEET00091,CEADLR000052,AP49JK4348,claim check,2,6,none,driver unavailable
CEAFS00002321,06/03/2026,CEAFLEET00091,CEADLR000052,KL48GH2363,fitment,21,6,pressure training,
CEAFS00002322,2025-04-16,CEAFLEET00109,CEADLR000669,TN36GH2390,claim check,17,5,rotate,fleet price issue
CEAFS00002323,2025-07-01,CEAFLEET00063,CEADLR000663,TS60JK3980,pressure audit,15,0,replace,high wear
CEAFS00002324,2025-12-12,CEAFLEET00033,CEADLR000737,KA79GH8150,inspection,15,8,none,
CEAFS00002325,2024-07-04,CEAFLEET00148,CEADLR000042,TN38CD2628,alignment,17,2,rotate,competitor tyres fitted
CEAFS00002326,2025-09-01,CEAFLEET00278,CEADLR000549,AP37AB2308,pressure audit,19,7,claim,competitor tyres fitted
CEAFS00002327,12/05/2025,CEAFLEET00137,CEADLR000445,KL99CD7642,alignment,11,3,alignment,driver unavailable
CEAFS00002328,2024-04-29,CEAFLEET00184,CEADLR000015,KA89AB4696,fitment,23,8,alignment,competitor tyres fitted
CEAFS00002329,2025-06-16,CEAFLEET00076,CEADLR000154,TN69AB3222,rotation,28,3,claim,
CEAFS00002330,2024-12-31,CEAFLEET00173,CEADLR000108,TS27EF8619,alignment,27,0,replace,driver unavailable
CEAFS00002331,2025-02-03,CEAFLEET00242,CEADLR000603,KL37GH3255,claim check,20,1,alignment,driver unavailable
CEAFS00002332,2025-02-15,CEAFLEET00303,CEADLR000064,TS17JK3459,rotation,7,1,pressure training,high wear
CEAFS00002333,2025-03-24,CEAFLEET00202,CEADLR000578,TS15AB3511,pressure audit,21,3,pressure training,competitor tyres fitted
CEAFS00002334,2026-01-13,CEAFLEET00261,CEADLR000731,TS87CD1144,inspection,25,5,none,high wear
CEAFS00002335,2025-09-27,CEAFLEET00287,CEADLR000377,AP38EF5035,inspection,8,1,claim,driver unavailable
CEAFS00002336,2024-12-03,CEAFLEET00032,CEADLR000708,AP60EF2188,fitment,27,8,none,fleet price issue
CEAFS00002337,2025-03-17,CEAFLEET00273,CEADLR000578,KA43EF4505,pressure audit,8,1,replace,high wear
CEAFS00002338,2025-08-21,CEAFLEET00075,CEADLR000164,TN17EF9221,fitment,3,1,replace,fleet price issue
CEAFS00002339,2026-02-07,CEAFLEET00240,CEADLR000053,KL31EF7448,alignment,7,0,rotate,fleet price issue
CEAFS00002340,2025-05-28,CEAFLEET00076,CEADLR000154,KL66CD4121,pressure audit,7,2,none,
CEAFS00002341,2024-06-25,CEAFLEET00297,CEADLR000469,TS43EF7860,pressure audit,4,8,replace,fleet price issue
CEAFS00002342,12/09/2024,CEAFLEET00146,CEADLR000109,KA76GH1216,claim check,11,3,claim,high wear
CEAFS00002343,2024-11-03,CEAFLEET00265,CEADLR000103,AP74CD2269,rotation,22,3,replace,competitor tyres fitted
CEAFS00002344,2025-03-24,CEAFLEET00240,CEADLR000053,TN95EF5155,rotation,2,6,none,driver unavailable
CEAFS00002345,2026-02-25,CEAFLEET00230,CEADLR000681,KL12GH1198,rotation,6,0,claim,driver unavailable
CEAFS00002346,2026-01-15,CEAFLEET00238,CEADLR000734,KL37EF7936,claim check,19,5,claim,
CEAFS00002347,2025-04-27,CEAFLEET00270,CEADLR000236,AP42AB5558,rotation,3,7,claim,driver unavailable
CEAFS00002348,2024-11-02,CEAFLEET00209,CEADLR000492,KL55EF9402,alignment,4,1,alignment,competitor tyres fitted
CEAFS00002349,2026-01-24,CEAFLEET00072,CEADLR000357,KL22CD2396,inspection,7,3,none,high wear
CEAFS00002350,2025-08-05,CEAFLEET00299,CEADLR000136,KA96CD3313,pressure audit,32,5,replace,driver unavailable
CEAFS00002351,2025-12-06,CEAFLEET00205,CEADLR000055,AP57JK2793,fitment,27,2,pressure training,driver unavailable
CEAFS00002352,2024-08-30,CEAFLEET00216,CEADLR000266,AP49JK8071,pressure audit,31,6,alignment,competitor tyres fitted
CEAFS00002353,29/06/2025,CEAFLEET00002,CEADLR000104,KL51GH4511,fitment,17,4,none,high wear
CEAFS00002354,2024-06-25,CEAFLEET00129,CEADLR000749,KA32JK2239,pressure audit,20,2,none,competitor tyres fitted
CEAFS00002355,07/03/2025,CEAFLEET00197,CEADLR000392,KA60EF7609,alignment,17,7,pressure training,high wear
CEAFS00002356,2026-03-22,CEAFLEET00020,CEADLR000440,KA93AB5595,inspection,9,2,rotate,fleet price issue
CEAFS00002357,2025-05-04,CEAFLEET00041,CEADLR000745,TS15JK8207,rotation,10,8,none,driver unavailable
CEAFS00002358,09/11/2025,CEAFLEET00186,CEADLR000413,KA69JK8164,rotation,28,8,none,competitor tyres fitted
CEAFS00002359,2025-04-25,CEAFLEET00241,CEADLR000143,AP12AB8911,alignment,31,4,claim,
CEAFS00002360,2026-02-15,CEAFLEET00237,CEADLR000642,TS73JK4507,rotation,32,7,replace,driver unavailable
CEAFS00002361,2025-09-05,CEAFLEET00156,CEADLR000694,KA84EF9428,fitment,10,8,pressure training,driver unavailable
CEAFS00002362,2024-10-17,CEAFLEET00260,CEADLR000402,AP82JK4273,pressure audit,31,5,rotate,fleet price issue
CEAFS00002363,2026-02-06,CEAFLEET00089,CEADLR000219,TS10CD7525,fitment,27,7,pressure training,fleet price issue
CEAFS00002364,2025-04-01,CEAFLEET00100,CEADLR000151,TS78CD9482,claim check,11,4,claim,fleet price issue
CEAFS00002365,2025-08-20,CEAFLEET00266,CEADLR000111,TN72AB5549,rotation,31,3,alignment,high wear
CEAFS00002366,2026-02-13,CEAFLEET00082,CEADLR000383,TN67GH9384,pressure audit,26,2,rotate,high wear
CEAFS00002367,2025-04-25,CEAFLEET00239,CEADLR000617,TN38CD8052,rotation,27,6,pressure training,competitor tyres fitted
CEAFS00002368,2025-08-18,CEAFLEET00158,CEADLR000454,TS11AB9307,fitment,30,2,replace,driver unavailable
CEAFS00002369,2025-03-20,CEAFLEET00041,CEADLR000745,TN31CD9711,fitment,8,7,claim,driver unavailable
CEAFS00002370,2024-10-12,CEAFLEET00033,CEADLR000737,KA67GH1169,alignment,25,1,none,driver unavailable
CEAFS00002371,2024-12-17,CEAFLEET00075,CEADLR000164,KL64GH8242,inspection,24,8,rotate,competitor tyres fitted
CEAFS00002372,2024-05-02,CEAFLEET00314,CEADLR000399,KL84CD5293,rotation,18,6,alignment,fleet price issue
CEAFS00002373,22/11/2024,CEAFLEET00129,CEADLR000749,KL84CD9648,claim check,6,2,pressure training,competitor tyres fitted
CEAFS00002374,05/07/2024,CEAFLEET00230,CEADLR000681,KA28GH5070,claim check,26,6,alignment,fleet price issue
CEAFS00002375,2024-10-29,CEAFLEET00313,CEADLR000181,KL25AB6561,alignment,22,4,alignment,fleet price issue
CEAFS00002376,2024-06-19,CEAFLEET00184,CEADLR000015,TN44CD4555,inspection,4,2,none,competitor tyres fitted
CEAFS00002377,2024-07-01,CEAFLEET00267,CEADLR000508,KL37CD7205,pressure audit,3,8,pressure training,competitor tyres fitted
CEAFS00002378,25/08/2024,CEAFLEET00031,CEADLR000649,TS54GH6150,inspection,26,6,alignment,driver unavailable
CEAFS00002379,2024-09-25,CEAFLEET00232,CEADLR000591,TS71AB2293,claim check,22,4,none,high wear
CEAFS00002380,2025-05-31,CEAFLEET00175,CEADLR000041,TN90JK7753,inspection,11,6,replace,competitor tyres fitted
CEAFS00002381,2024-05-17,CEAFLEET00300,CEADLR000643,AP13AB5022,alignment,31,3,alignment,
CEAFS00002382,2024-07-14,CEAFLEET00294,CEADLR000531,TN47AB3692,inspection,18,2,none,high wear
CEAFS00002383,2025-01-23,CEAFLEET00303,CEADLR000064,KL83EF6411,claim check,13,1,alignment,fleet price issue
CEAFS00002384,2024-10-01,CEAFLEET00014,CEADLR000254,TS24EF7133,fitment,7,8,alignment,fleet price issue
CEAFS00002385,16/09/2024,CEAFLEET00196,CEADLR000646,AP15AB5608,inspection,3,2,claim,competitor tyres fitted
CEAFS00002386,2024-10-09,CEAFLEET00116,CEADLR000552,AP70EF8303,pressure audit,17,6,replace,high wear
CEAFS00002387,2025-12-23,CEAFLEET00250,CEADLR000007,KL43CD6575,fitment,13,5,pressure training,competitor tyres fitted
CEAFS00002388,06/09/2025,CEAFLEET00252,CEADLR000056,TN93AB2968,fitment,27,7,claim,fleet price issue
CEAFS00002389,11/08/2025,CEAFLEET00218,CEADLR000202,KL55EF6679,pressure audit,28,1,rotate,driver unavailable
CEAFS00002390,2025-04-19,CEAFLEET00125,CEADLR000522,TS41CD6792,claim check,7,2,alignment,competitor tyres fitted
CEAFS00002391,2025-05-13,CEAFLEET00219,CEADLR000010,AP51GH6649,pressure audit,19,8,replace,
CEAFS00002392,21/07/2025,CEAFLEET00138,CEADLR000236,AP78AB2470,claim check,10,4,claim,high wear
CEAFS00002393,25/10/2025,CEAFLEET00020,CEADLR000440,KA39EF5596,claim check,11,7,pressure training,high wear
CEAFS00002394,2026-01-16,CEAFLEET00243,CEADLR000085,TN19EF1606,pressure audit,30,3,none,
CEAFS00002395,2025-09-16,CEAFLEET00155,CEADLR000479,TS80GH4807,alignment,12,8,pressure training,competitor tyres fitted
CEAFS00002396,2025-10-10,CEAFLEET00162,CEADLR000696,KA29CD9167,pressure audit,19,4,pressure training,high wear
CEAFS00002397,2024-11-02,CEAFLEET00164,CEADLR000712,KL87EF3256,claim check,4,2,pressure training,driver unavailable
CEAFS00002398,2024-08-06,CEAFLEET00282,CEADLR000194,KA99EF3067,pressure audit,30,8,alignment,high wear
CEAFS00002399,2026-01-19,CEAFLEET00197,CEADLR000392,KL70EF6772,claim check,32,5,none,high wear
CEAFS00002400,2025-11-29,CEAFLEET00070,CEADLR000661,KA52EF6354,rotation,2,2,alignment,competitor tyres fitted
CEAFS00002401,2026-01-01,CEAFLEET00274,CEADLR000701,KL53JK3205,fitment,31,8,claim,driver unavailable
CEAFS00002402,2025-01-03,CEAFLEET00184,CEADLR000015,TN92JK4266,pressure audit,9,4,rotate,high wear
CEAFS00002403,2024-08-01,CEAFLEET00311,CEADLR000605,AP63CD9266,alignment,30,1,claim,
CEAFS00002404,2025-12-12,CEAFLEET00055,CEADLR000621,TN19GH4571,inspection,31,8,claim,competitor tyres fitted
CEAFS00002405,2024-07-04,CEAFLEET00030,CEADLR000437,KA33CD5928,fitment,27,1,rotate,
CEAFS00002406,2024-05-14,CEAFLEET00004,CEADLR000059,TN24EF1867,fitment,27,6,claim,fleet price issue
CEAFS00002407,2025-05-11,CEAFLEET00201,CEADLR000372,KA16CD2013,inspection,26,3,none,competitor tyres fitted
CEAFS00002408,2025-11-28,CEAFLEET00112,CEADLR000207,TN51EF9498,pressure audit,29,6,claim,driver unavailable
CEAFS00002409,13/06/2024,CEAFLEET00070,CEADLR000661,TN34CD7277,inspection,20,1,none,high wear
CEAFS00002410,2026-02-22,CEAFLEET00047,CEADLR000524,TS61AB3736,fitment,12,0,pressure training,high wear
CEAFS00002411,2025-05-04,CEAFLEET00221,CEADLR000722,AP93CD9903,fitment,17,1,replace,competitor tyres fitted
CEAFS00002412,2024-04-02,CEAFLEET00156,CEADLR000694,KL74AB8528,pressure audit,32,2,rotate,competitor tyres fitted
CEAFS00002413,2026-01-13,CEAFLEET00119,CEADLR000426,AP32GH6680,claim check,15,3,replace,fleet price issue
CEAFS00002414,12/04/2024,CEAFLEET00289,CEADLR000251,AP68CD5468,pressure audit,27,3,rotate,high wear
CEAFS00002415,2025-12-29,CEAFLEET00283,CEADLR000028,TN92JK7331,claim check,18,1,replace,
CEAFS00002416,2025-07-17,CEAFLEET00259,CEADLR000592,TN22GH2342,pressure audit,20,8,alignment,competitor tyres fitted
CEAFS00002417,02-Nov-24,CEAFLEET00088,CEADLR000730,TN14AB3601,fitment,2,4,rotate,
CEAFS00002418,31/07/2025,CEAFLEET00011,CEADLR000109,TS77CD1919,alignment,30,4,replace,fleet price issue
CEAFS00002419,10-Aug-24,CEAFLEET00219,CEADLR000010,KA60JK6146,alignment,17,0,claim,high wear
CEAFS00002420,2024-06-15,CEAFLEET00079,CEADLR000264,TS76GH5809,claim check,12,3,alignment,driver unavailable
CEAFS00002421,2025-10-19,CEAFLEET00302,CEADLR000731,KA58EF9985,claim check,21,2,rotate,
CEAFS00002422,19/08/2025,CEAFLEET00144,CEADLR000542,TN36GH3346,inspection,25,1,claim,high wear
CEAFS00002423,05/06/2024,CEAFLEET00213,CEADLR000629,AP74AB4519,claim check,19,2,none,
CEAFS00002424,23/08/2025,CEAFLEET00197,CEADLR000392,TS10CD2708,pressure audit,6,5,pressure training,driver unavailable
CEAFS00002425,2025-08-17,CEAFLEET00313,CEADLR000181,KL80EF7368,claim check,13,4,pressure training,fleet price issue
CEAFS00002426,2024-06-06,CEAFLEET00133,CEADLR000516,TS34JK8777,pressure audit,23,3,alignment,
CEAFS00002427,2024-11-26,CEAFLEET00020,CEADLR000440,AP49JK4555,rotation,31,6,claim,fleet price issue
CEAFS00002428,2025-01-08,CEAFLEET00290,CEADLR000345,KL86AB5228,pressure audit,27,4,rotate,high wear
CEAFS00002429,2025-07-28,CEAFLEET00229,CEADLR000539,KA52GH4832,rotation,27,8,pressure training,high wear
CEAFS00002430,2024-06-21,CEAFLEET00004,CEADLR000059,AP60AB9771,pressure audit,12,1,rotate,competitor tyres fitted
CEAFS00002431,2025-07-03,CEAFLEET00032,CEADLR000708,KA39JK4596,fitment,16,3,pressure training,
CEAFS00002432,2024-04-04,CEAFLEET00079,CEADLR000264,AP50AB6453,pressure audit,26,0,none,
CEAFS00002433,2025-10-04,CEAFLEET00114,CEADLR000479,TS89JK2341,claim check,28,5,none,fleet price issue
CEAFS00002434,2026-03-23,CEAFLEET00259,CEADLR000592,AP25GH8908,pressure audit,15,3,alignment,high wear
CEAFS00002435,2026-01-25,CEAFLEET00251,CEADLR000614,TN62CD5701,pressure audit,3,0,alignment,competitor tyres fitted
CEAFS00002436,2025-12-12,CEAFLEET00264,CEADLR000491,KL11CD8856,claim check,8,5,none,competitor tyres fitted
CEAFS00002437,2025-07-26,CEAFLEET00163,CEADLR000393,KA43JK7192,alignment,29,8,alignment,competitor tyres fitted
CEAFS00002438,12/08/2025,CEAFLEET00098,CEADLR000107,TN59JK4612,alignment,13,7,pressure training,fleet price issue
CEAFS00002439,2024-06-05,CEAFLEET00216,CEADLR000266,TN17EF8749,alignment,8,0,rotate,high wear
CEAFS00002440,2024-08-19,CEAFLEET00116,CEADLR000552,TN18JK8843,fitment,24,1,alignment,high wear
CEAFS00002441,2026-02-02,CEAFLEET00030,CEADLR000437,AP80GH2144,pressure audit,2,8,alignment,competitor tyres fitted
CEAFS00002442,2024-07-08,CEAFLEET00082,CEADLR000383,KA94JK6964,claim check,5,8,alignment,driver unavailable
CEAFS00002443,2025-09-24,CEAFLEET00038,CEADLR000577,KA61EF9775,fitment,32,5,none,driver unavailable
CEAFS00002444,12/10/2024,CEAFLEET00192,CEADLR000011,TN65EF9254,inspection,16,1,none,
CEAFS00002445,2025-01-27,CEAFLEET00086,CEADLR000511,KA96JK9802,alignment,12,3,none,
CEAFS00002446,2025-11-25,CEAFLEET00079,CEADLR000264,TN21EF1963,claim check,12,5,pressure training,driver unavailable
CEAFS00002447,2026-01-13,CEAFLEET00105,CEADLR000650,KA38AB6039,pressure audit,4,0,rotate,competitor tyres fitted
CEAFS00002448,2025-08-20,CEAFLEET00172,CEADLR000419,AP15GH1516,claim check,16,1,replace,driver unavailable
CEAFS00002449,2025-03-17,CEAFLEET00024,CEADLR000348,AP44AB8540,inspection,18,0,alignment,driver unavailable
CEAFS00002450,2024-10-04,CEAFLEET00127,CEADLR000162,AP44AB6155,claim check,6,6,pressure training,high wear
CEAFS00002451,11/21/2024,CEAFLEET00307,CEADLR000436,TN92EF6210,claim check,24,5,none,driver unavailable
CEAFS00002452,2025-06-10,CEAFLEET00003,CEADLR000287,KL68GH5405,alignment,26,1,claim,competitor tyres fitted
CEAFS00002453,2025-03-15,CEAFLEET00131,CEADLR000177,TN79AB8671,alignment,24,2,pressure training,
CEAFS00002454,2025-04-23,CEAFLEET00241,CEADLR000143,TN84EF9660,claim check,10,7,rotate,
CEAFS00002455,2025-02-02,CEAFLEET00262,CEADLR000049,KA19JK4129,inspection,9,4,rotate,
CEAFS00002456,2025-09-10,CEAFLEET00261,CEADLR000731,AP58EF4064,fitment,32,3,pressure training,driver unavailable
CEAFS00002457,2026-03-15,CEAFLEET00184,CEADLR000015,TS21EF8255,claim check,31,8,rotate,driver unavailable
CEAFS00002458,2024-09-30,CEAFLEET00051,CEADLR000001,KL60GH1584,alignment,28,1,none,high wear
CEAFS00002459,17-Jan-25,CEAFLEET00296,CEADLR000174,AP16CD7054,alignment,29,6,none,high wear
CEAFS00002460,2025-04-10,CEAFLEET00289,CEADLR000251,KL48CD6805,alignment,16,2,replace,high wear
CEAFS00002461,2025-11-28,CEAFLEET00053,CEADLR000747,TN25AB2740,claim check,23,8,claim,competitor tyres fitted
CEAFS00002462,2026-03-31,CEAFLEET00026,CEADLR000700,KL55AB3395,claim check,24,3,none,driver unavailable
CEAFS00002463,2025-11-28,CEAFLEET00009,CEADLR000152,KL82CD5254,claim check,28,7,none,driver unavailable
CEAFS00002464,25/09/2024,CEAFLEET00016,CEADLR000288,KL69EF2361,rotation,12,6,claim,high wear
CEAFS00002465,16-Nov-24,CEAFLEET00054,CEADLR000580,TN34EF4477,inspection,27,0,none,
CEAFS00002466,2025-12-27,CEAFLEET00050,CEADLR000140,TS85AB8343,inspection,2,3,alignment,high wear
CEAFS00002467,2024-09-01,CEAFLEET00306,CEADLR000619,KL75GH6660,alignment,18,4,alignment,
CEAFS00002468,2025-05-20,CEAFLEET00064,CEADLR000578,AP73GH8863,claim check,29,7,rotate,competitor tyres fitted
CEAFS00002469,2024-08-13,CEAFLEET00296,CEADLR000174,TN35EF2821,fitment,29,2,none,
CEAFS00002470,2025-10-06,CEAFLEET00079,CEADLR000264,AP93AB1226,rotation,14,3,none,competitor tyres fitted
CEAFS00002471,2025-02-07,CEAFLEET00185,CEADLR000119,AP95AB4144,rotation,20,7,alignment,
CEAFS00002472,2025-07-02,CEAFLEET00016,CEADLR000288,TS73CD5226,rotation,8,5,alignment,competitor tyres fitted
CEAFS00002473,2025-12-29,CEAFLEET00237,CEADLR000642,KL17GH1853,fitment,2,6,alignment,fleet price issue
CEAFS00002474,2024-08-29,CEAFLEET00263,CEADLR000079,AP78CD2348,rotation,32,7,pressure training,fleet price issue
CEAFS00002475,2025-11-03,CEAFLEET00207,CEADLR000664,TN28EF6639,alignment,12,1,alignment,driver unavailable
CEAFS00002476,2025-06-30,CEAFLEET00167,CEADLR000225,TS75CD4024,fitment,7,1,replace,competitor tyres fitted
CEAFS00002477,17/05/2025,CEAFLEET00305,CEADLR000431,TN70JK4458,pressure audit,9,2,alignment,fleet price issue
CEAFS00002478,2025-09-14,CEAFLEET00069,CEADLR000633,KL64AB6741,claim check,15,1,claim,driver unavailable
CEAFS00002479,17/08/2024,CEAFLEET00167,CEADLR000225,AP22JK5934,alignment,6,8,rotate,high wear
CEAFS00002480,2024-05-07,CEAFLEET00266,CEADLR000111,KL41GH6594,claim check,6,2,rotate,
CEAFS00002481,2025-07-15,CEAFLEET00102,CEADLR000447,AP45JK1256,claim check,20,7,none,
CEAFS00002482,2024-04-16,CEAFLEET00055,CEADLR000621,TS31EF6249,alignment,18,6,rotate,driver unavailable
CEAFS00002483,2025-11-11,CEAFLEET00077,CEADLR000221,KA45CD3290,pressure audit,11,4,none,competitor tyres fitted
CEAFS00002484,2025-03-20,CEAFLEET00312,CEADLR000722,AP62AB7706,claim check,28,5,replace,high wear
CEAFS00002485,03/19/2026,CEAFLEET00294,CEADLR000531,TN83GH9415,claim check,26,3,rotate,high wear
CEAFS00002486,2025-04-17,CEAFLEET00201,CEADLR000372,AP11GH4380,alignment,3,0,replace,high wear
CEAFS00002487,2025-01-29,CEAFLEET00254,CEADLR000311,TS35EF4437,alignment,25,1,alignment,
CEAFS00002488,21-Feb-26,CEAFLEET00187,CEADLR000230,TS81AB1948,fitment,19,4,pressure training,high wear
CEAFS00002489,29/04/2024,CEAFLEET00155,CEADLR000479,TS62JK7657,inspection,8,3,none,driver unavailable
CEAFS00002490,2025-07-29,CEAFLEET00270,CEADLR000236,KA62GH7320,inspection,10,2,none,high wear
CEAFS00002491,2024-10-31,CEAFLEET00061,CEADLR000466,AP19EF6349,fitment,23,5,none,fleet price issue
CEAFS00002492,09/10/2024,CEAFLEET00211,CEADLR000622,KA84GH5535,rotation,28,7,claim,competitor tyres fitted
CEAFS00002493,2026-03-24,CEAFLEET00269,CEADLR000434,KL52CD7715,rotation,5,5,none,driver unavailable
CEAFS00002494,2024-04-11,CEAFLEET00118,CEADLR000040,KA50EF7170,inspection,22,2,alignment,competitor tyres fitted
CEAFS00002495,2024-09-18,CEAFLEET00261,CEADLR000731,KA81GH3623,inspection,7,4,pressure training,
CEAFS00002496,2024-10-06,CEAFLEET00038,CEADLR000577,AP19GH6210,alignment,11,7,none,fleet price issue
CEAFS00002497,2024-07-28,CEAFLEET00288,CEADLR000209,TS77GH5936,rotation,9,2,replace,
CEAFS00002498,2025-12-12,CEAFLEET00255,CEADLR000684,AP69EF9248,fitment,22,2,claim,
CEAFS00002499,2024-06-08,CEAFLEET00196,CEADLR000646,KA42GH6125,rotation,28,6,replace,fleet price issue
CEAFS00002500,2024-07-15,CEAFLEET00043,CEADLR000541,TN73JK6698,rotation,3,6,rotate,fleet price issue
CEAFS00002501,2026-01-31,CEAFLEET00001,CEADLR000587,AP89CD8550,inspection,9,6,none,competitor tyres fitted
CEAFS00002502,2024-11-06,CEAFLEET00305,CEADLR000431,AP53CD2835,claim check,9,7,rotate,fleet price issue
CEAFS00002503,15-Dec-25,CEAFLEET00108,CEADLR000125,TS11GH4510,rotation,28,7,rotate,high wear
CEAFS00002504,2024-08-24,CEAFLEET00291,CEADLR000111,KA94GH5620,claim check,10,0,alignment,fleet price issue
CEAFS00002505,2025-07-30,CEAFLEET00138,CEADLR000236,TS61GH1707,rotation,3,7,claim,high wear
CEAFS00002506,2025-06-30,CEAFLEET00084,CEADLR000383,KA43EF2607,alignment,18,3,none,high wear
CEAFS00002507,21-Apr-24,CEAFLEET00002,CEADLR000104,TS96GH3938,pressure audit,10,1,alignment,driver unavailable
CEAFS00002508,12-May-25,CEAFLEET00015,CEADLR000441,KL27GH4047,pressure audit,16,7,claim,driver unavailable
CEAFS00002509,2025-02-11,CEAFLEET00087,CEADLR000454,KA21AB6111,claim check,16,2,alignment,
CEAFS00002510,20/01/2025,CEAFLEET00132,CEADLR000030,AP25AB7552,alignment,25,3,rotate,driver unavailable
CEAFS00002511,26/07/2024,CEAFLEET00122,CEADLR000186,KL16AB8175,rotation,12,8,none,competitor tyres fitted
CEAFS00002512,2026-01-23,CEAFLEET00196,CEADLR000646,AP37AB8771,fitment,12,8,none,high wear
CEAFS00002513,2024-07-08,CEAFLEET00301,CEADLR000624,AP36JK9196,fitment,16,7,none,
CEAFS00002514,21-Jan-26,CEAFLEET00137,CEADLR000445,TN87GH2815,rotation,7,5,alignment,high wear
CEAFS00002515,2025-02-14,CEAFLEET00309,CEADLR000174,TN78CD9281,rotation,26,0,claim,
